instance	exam	states	wall_s	maxrss_kb	answered	ok	wrong	unknown	protected	note
DBSingleClientW-PT-d0m04	CTLF	13654	21.49	155868	16	16	0	0	87/150	rc=0
ServersAndClients-PT-100040	CTLC	4201	59.04	149984	0	0	0	16		rc=0
ServersAndClients-PT-100040	CTLF	4201	59.04	150008	0	0	0	16		rc=0
ServersAndClients-PT-100080	CTLC	8201	59.09	228684	0	0	0	16		rc=0
SmallOperatingSystem-PT-MT0016DC0008	CTLC	16587	0.56	102304	16	16	0	0		rc=0
SmallOperatingSystem-PT-MT0016DC0008	CTLF	16587	0.33	87188	16	16	0	0		rc=0
CopsAndRobbers-PT-HRL014X002	CTLC	17158	1.03	102712	16	16	0	0	71/158	rc=0
CopsAndRobbers-PT-HRL014X002	CTLF	17158	1.69	114596	16	16	0	0	71/158	rc=0
ServersAndClients-PT-100080	CTLF	8201	59.09	228548	0	0	0	16		rc=0
ServersAndClients-PT-200040	CTLC	8401	59.11	501504	0	0	0	16		rc=0
LamportFastMutEx-PT-3	CTLC	19742	1.05	92372	16	16	0	0	72/156	rc=0
ServersAndClients-PT-200040	CTLF	8401	59.10	501612	0	0	0	16		rc=0
StigmergyElection-PT-06a	CTLC	20473	4.07	97456	16	16	0	0	36/1042	rc=0
LamportFastMutEx-PT-3	CTLF	19742	5.61	130408	16	16	0	0	72/156	rc=0
FlexibleBarrier-PT-04a	CTLC	20737	0.05	81084	16	16	0	0		rc=0
FlexibleBarrier-PT-04a	CTLF	20737	0.09	82404	16	16	0	0		rc=0
Peterson-PT-2	CTLC	20754	1.26	99108	16	16	0	0	30/126	rc=0
Peterson-PT-2	CTLF	20754	2.50	103436	16	16	0	0	30/126	rc=0
ShieldRVt-PT-001B	CTLC	21947	0.36	90732	16	16	0	0	19/53	rc=0
ShieldRVt-PT-001B	CTLF	21947	0.22	86248	16	16	0	0	19/53	rc=0
AutonomousCar-PT-03a	CTLC	22521	0.76	101708	16	16	0	0	20/121	rc=0
AutonomousCar-PT-03a	CTLF	22521	1.19	110864	16	16	0	0	20/121	rc=0
NeighborGrid-PT-d2n3m1c12	CTLC	24310	0.61	92840	16	16	0	0		rc=0
NeighborGrid-PT-d2n3m1c12	CTLF	24310	0.38	86464	16	16	0	0		rc=0
NeighborGrid-PT-d2n3m1t12	CTLC	24310	0.20	86180	16	16	0	0		rc=0
NeighborGrid-PT-d2n3m1t12	CTLF	24310	0.12	82920	16	16	0	0		rc=0
StigmergyElection-PT-06a	CTLF	20473	10.59	100932	16	16	0	0	36/1042	rc=0
ParamProductionCell-PT-1	CTLC	25632	0.93	96824	16	16	0	0	31/202	rc=0
ParamProductionCell-PT-1	CTLF	25632	0.61	92972	16	16	0	0	31/202	rc=0
StigmergyCommit-PT-04a	CTLF	25867	2.84	100256	16	16	0	0	60/592	rc=0
StigmergyCommit-PT-04a	CTLC	25867	3.72	110688	16	16	0	0	60/592	rc=0
ServersAndClients-PT-100160	CTLC	16201	59.20	401972	0	0	0	16		rc=0
ServersAndClients-PT-100160	CTLF	16201	59.20	401740	0	0	0	16		rc=0
BART-PT-002	CTLC	17424	41.65	159132	16	16	0	0		rc=0
SieveSingleMsgMbox-PT-d0m06	CTLC	26057	19.49	154536	16	16	0	0	27/73	rc=0
Anderson-PT-04	CTLC	29641	3.30	129388	16	16	0	0	136/200	rc=0
ServersAndClients-PT-200080	CTLC	16401	59.18	399824	0	0	0	16		rc=0
ServersAndClients-PT-200080	CTLF	16401	59.19	399788	0	0	0	16		rc=0
Anderson-PT-04	CTLF	29641	1.38	103588	16	16	0	0	136/200	rc=0
ZombiesAndSurvivors-PT-Circular04005005	CTLF	29812	1.08	89672	16	16	0	0	8/24	rc=0
ZombiesAndSurvivors-PT-Circular04005005	CTLC	29812	1.38	92916	16	16	0	0	8/24	rc=0
Parking-PT-104	CTLC	31745	0.43	95108	16	16	0	0	8/97	rc=0
Parking-PT-104	CTLF	31745	0.37	92068	16	16	0	0	8/97	rc=0
ClientsAndServers-PT-N0001P0	CTLC	27576	13.43	191532	16	16	0	0	1/18	rc=0
EisenbergMcGuire-PT-03	CTLF	31265	7.53	139700	16	16	0	0	99/216	rc=0
SieveSingleMsgMbox-PT-d0m06	CTLF	26057	30.52	289016	16	16	0	0	27/73	rc=0
ClientsAndServers-PT-N0001P0	CTLF	27576	16.75	186100	16	16	0	0	1/18	rc=0
EisenbergMcGuire-PT-03	CTLC	31265	12.49	171244	16	16	0	0	99/216	rc=0
BART-PT-002	CTLF	17424	59.02	231244	12	12	0	4		rc=0
ServersAndClients-PT-100320	CTLC	32201	59.39	853336	0	0	0	16		rc=0
JoinFreeModules-PT-0003	CTLC	35937	0.05	80908	16	16	0	0	6/25	rc=0
ServersAndClients-PT-100320	CTLF	32201	59.44	853692	0	0	0	16		rc=0
JoinFreeModules-PT-0003	CTLF	35937	0.05	81224	16	16	0	0	6/25	rc=0
Murphy-PT-D1N010	CTLC	39780	0.45	84536	16	16	0	0	2/14	rc=0
Murphy-PT-D1N010	CTLF	39780	0.71	83740	16	16	0	0	2/14	rc=0
HexagonalGrid-PT-110	CTLC	40193	0.88	88968	16	16	0	0		rc=0
SmartHome-PT-01	CTLC	43201	0.05	81112	16	16	0	0	3/113	rc=0
SmartHome-PT-01	CTLF	43201	0.04	80572	16	16	0	0	3/113	rc=0
AirplaneLD-PT-0010	CTLC	43463	0.31	83308	16	16	0	0	19/88	rc=0
